8.00000000	9.76250000	9.76250000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	7.81000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	9.76250000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	7.81000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	11.71500000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	13.66750000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	11.71500000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	13.66750000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	11.71500000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	13.66750000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	11.71500000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	13.66750000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	11.71500000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	15.62000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	15.62000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	15.62000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	15.62000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	15.62000000	0.00000000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	0.00000000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	0.00000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	1.95250000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	3.90500000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	0.00000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	5.85750000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	7.81000000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	0.00000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	9.76250000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	11.71500000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	0.00000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	13.66750000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	15.62000000	1.95250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	0.00000000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	3.90500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	1.95250000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	3.90500000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	3.90500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	5.85750000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	7.81000000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	3.90500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	9.76250000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	11.71500000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	3.90500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	13.66750000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	15.62000000	5.85750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	0.00000000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	7.81000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	1.95250000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	3.90500000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	7.81000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	5.85750000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	7.81000000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	7.81000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	9.76250000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	11.71500000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	7.81000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	13.66750000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	15.62000000	9.76250000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	0.00000000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	11.71500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	1.95250000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	3.90500000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	11.71500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	5.85750000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	7.81000000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	11.71500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	9.76250000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	11.71500000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	11.71500000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
22.00000000	13.66750000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	15.62000000	13.66750000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	15.62000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	15.62000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	15.62000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	15.62000000	1.95250000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	0.00000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	1.95250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	0.00000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	1.95250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	0.00000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	1.95250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	0.00000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	1.95250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	0.00000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	3.90500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	5.85750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	3.90500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	5.85750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	3.90500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	5.85750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	3.90500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	5.85750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	3.90500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	7.81000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	9.76250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	7.81000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	9.76250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	7.81000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	9.76250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	7.81000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	9.76250000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	7.81000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	11.71500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	1.95250000	13.66750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	11.71500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	5.85750000	13.66750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	11.71500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	9.76250000	13.66750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	11.71500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
8.00000000	13.66750000	13.66750000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	11.71500000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	0.00000000	15.62000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	3.90500000	15.62000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	7.81000000	15.62000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	11.71500000	15.62000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
38.00000000	15.62000000	15.62000000	3.90500000	0.08500000	1.00000000	0.00000000	0.00000000
